MoleculeId,PredictedProbability
411,0.772980431
412,0.978812542
413,0.958035963
414,0.202454671
415,0.878983643
416,0.959422249
417,0.273877847
418,0.742705469
419,0.401262625
420,0.275031022
421,0.082485598
422,0.713949697
423,0.755899956
424,0.609124791
425,0.962232831
426,0.053320974
427,0.854226194
428,0.866815437
429,0.845575747
430,0.161816863
431,0.780245624
432,0.792838521
433,0.387827857
434,0.074485465
435,0.420385436
436,0.017379033
437,0.486207811
438,0.653836874
439,0.008290176
440,0.096634509
441,0.775302436
442,0.951792070
443,0.959668851
444,0.022362352
445,0.956416577
446,0.974483047
447,0.244939218
448,0.023468507
449,0.034123260
450,0.955375697
451,0.628258920
452,0.885214234
453,0.307793655
454,0.910049836
455,0.717330290
456,0.836930449
457,0.251536083
458,0.753279494
459,0.035878038
460,0.570646560
461,0.461459423
462,0.960549795
463,0.836646707
464,0.948032896
465,0.857511267
466,0.335985174
467,0.153069785
468,0.664001744
469,0.649025638
470,0.238714083
471,0.032204475
472,0.998037774
473,0.102602456
474,0.373189095
475,0.378458899
476,0.204282286
477,0.810540913
478,0.202672773
479,0.259603039
480,0.061531814
481,0.176472498
482,0.172246970
483,0.513296733
484,0.959224766
485,0.130065642
486,0.956084394
487,0.179629143
488,0.289440515
489,0.680798956
490,0.629385219
491,0.039146156
492,0.830297238
493,0.853997076
494,0.981829105
495,0.397468054
496,0.958055236
497,0.261915958
498,0.156062529
499,0.259442407
500,0.138602709
501,0.926382480
502,0.825754313
503,0.681087497
504,0.082939708
505,0.903822679
506,0.730791083
507,0.219227400
508,0.204847829
509,0.426017013
510,0.143265704
511,0.989866759
512,0.845021223
513,0.267621226
514,0.970447169
515,0.958884220
516,0.121910966
517,0.646449400
518,0.010137468
519,0.265027553
520,0.980420089
521,0.818627580
522,0.939839576
523,0.941236681
524,0.454707072
525,0.737517151
526,0.118205734
527,0.938386084
528,0.746965666
529,0.022112462
530,0.138065377
531,0.773446179
532,0.040841387
533,0.837489766
534,0.034117503
535,0.366446151
536,0.013079192
537,0.997076824
538,0.092144407
539,0.989028380
540,0.188226551
541,0.129862826
542,0.062370076
543,0.568856961
544,0.704670165
545,0.932413927
546,0.892296806
547,0.942845890
548,0.488467930
549,0.968994213
550,0.945459092
551,0.589473796
552,0.216242426
553,0.137832986
554,0.201897318
555,0.009449460
556,0.952294828
557,0.298106812
558,0.614197341
559,0.668852581
560,0.956066715
561,0.998905972
562,0.966340441
563,0.716252021
564,0.344270804
565,0.426099660
566,0.265065206
567,0.250696331
568,0.916108463
569,0.910013661
570,0.184733068
571,0.618719953
572,0.958231083
573,0.024063835
574,0.915260486
575,0.205557350
576,0.803292005
577,0.946861577
578,0.397299072
579,0.897961940
580,0.099309033
581,0.690042302
582,0.996479523
583,0.042657674
584,0.939923777
585,0.804389264
586,0.732316432
587,0.969937469
588,0.211954375
589,0.099190168
590,0.954950596
591,0.858672842
592,0.007172357
593,0.991839023
594,0.983429448
595,0.892295003
596,0.146625019
597,0.089585140
598,0.982549523
599,0.993862441
600,0.293062348
601,0.223521219
602,0.725639201
603,0.961270093
604,0.477802687
605,0.835256415
606,0.095387898
607,0.931038381
608,0.093963547
609,0.047601370
610,0.423844546
611,0.633693381
612,0.985536243
613,0.177625314
614,0.837226659
615,0.983505892
616,0.474172914
617,0.568327222
618,0.961852485
619,0.006896027
620,0.707747606
621,0.481622740
622,0.961937113
623,0.254317198
624,0.092963298
625,0.052817336
626,0.979163555
627,0.059694612
628,0.764721559
629,0.186733703
630,0.041969184
631,0.098835563
632,0.320133487
633,0.970771016
634,0.717473926
635,0.948421280
636,0.949904605
637,0.998639320
638,0.057223054
639,0.753728306
640,0.512099790
641,0.256953832
642,0.194156214
643,0.070409123
644,0.025906235
645,0.116007950
646,0.455729094
647,0.015917788
648,0.945386104
649,0.716557064
650,0.833173499
651,0.951367109
652,0.055065652
653,0.157252751
654,0.074685526
655,0.179041210
656,0.980002641
657,0.750876440
658,0.579429035
659,0.792764391
660,0.082301089
661,0.139197582
662,0.772589450
663,0.178548415
664,0.905427359
665,0.910361227
666,0.077490270
667,0.277768664
668,0.941757242
669,0.417495019
670,0.669671503
671,0.185144102
672,0.961810032
673,0.297326767
674,0.764039558
675,0.949093582
676,0.166200995
677,0.226533137
678,0.163160339
679,0.657863961
680,0.009447827
681,0.280315092
682,0.524660833
683,0.117013420
684,0.753840855
685,0.806064111
686,0.082567509
687,0.075807015
688,0.812073756
689,0.028458062
690,0.770335395
691,0.829772278
692,0.826996012
693,0.630431097
694,0.922289720
695,0.112544304
696,0.934084018
697,0.928812732
698,0.339055987
699,0.984145790
700,0.881458810
701,0.272758886
702,0.146942331
703,0.907537567
704,0.774888965
705,0.893400220
706,0.303312657
707,0.599843225
708,0.509489062
709,0.953873279
710,0.940521216
711,0.020897147
712,0.884328444
713,0.519193007
714,0.541709885
715,0.905886626
716,0.721469386
717,0.286780641
718,0.977533735
719,0.945894854
720,0.622489262
721,0.986810993
722,0.881852218
723,0.958484151
724,0.389009155
725,0.533269038
726,0.004615175
727,0.183700414
728,0.086687119
729,0.018793630
730,0.659517991
731,0.871612755
732,0.638206358
733,0.931556865
734,0.131437698
735,0.088782286
736,0.185267263
737,0.026453600
738,0.390205620
739,0.990582612
740,0.950266070
741,0.861950565
742,0.547732861
743,0.150176613
744,0.957369600
745,0.644614893
746,0.023687324
747,0.227684878
748,0.682615603
749,0.906446990
750,0.639630476
751,0.080304495
752,0.633031815
753,0.839938402
754,0.806867912
755,0.806396371
756,0.723526372
757,0.922231475
758,0.569186104
759,0.997723712
760,0.909696478
761,0.813541596
762,0.698051179
763,0.977011357
764,0.963823372
765,0.796047154
766,0.177681920
767,0.340957322
768,0.899147133
769,0.651575582
770,0.925892813
771,0.007969316
772,0.404536422
773,0.162614045
774,0.153793705
775,0.960697854
776,0.996725102
777,0.259692094
778,0.729972151
779,0.138849120
780,0.966269009
781,0.931387525
782,0.859461426
783,0.042407345
784,0.909543389
785,0.029161802
786,0.988488739
787,0.828737871
788,0.468331697
789,0.095223888
790,0.020544589
791,0.177688184
792,0.022631017
793,0.186610355
794,0.094638407
795,0.757130082
796,0.882129485
797,0.935148487
798,0.445345201
799,0.766027470
800,0.993981645
801,0.087682525
802,0.780769390
803,0.863026086
804,0.978618213
805,0.911587661
806,0.434303083
807,0.350205041
808,0.047597278
809,0.187404499
810,0.217076202
811,0.880735865
812,0.709213134
813,0.709635824
814,0.992297508
815,0.071287032
816,0.855565797
817,0.054117446
818,0.945218723
819,0.600357009
820,0.940551710
821,0.004391355
822,0.839427956
823,0.000000000
824,0.131426095
825,0.703560861
826,0.976709508
827,0.582083510
828,0.940584772
829,0.883490174
830,0.986850510
831,0.893600060
832,0.980639805
833,0.191826389
834,0.959242495
835,0.131621204
836,0.842320868
837,0.920265079
838,0.102268987
839,0.695792956
840,0.740786468
841,0.806693462
842,0.026824923
843,0.026500307
844,0.203742193
845,0.968908837
846,0.803250883
847,0.919436869
848,0.631628821
849,0.188137045
850,0.162434839
851,0.934491362
852,0.995708943
853,0.995335863
854,0.048500386
855,0.874365365
856,0.471596133
857,0.666266939
858,0.961438151
859,0.072056230
860,0.040889889
861,0.899338937
862,0.883396018
863,0.825639525
864,0.877081393
865,0.200981501
866,0.134171344
867,0.905682248
868,0.786161920
869,0.930580622
870,0.683049698
871,0.384881216
872,0.651331705
873,0.928325617
874,0.330783107
875,0.861613858
876,0.474015277
877,0.344396788
878,0.980672494
879,0.933920964
880,0.199764512
881,0.650819056
882,0.542366683
883,0.970618515
884,0.026081114
885,0.030011932
886,0.060092171
887,0.538174458
888,0.891643759
889,0.053196449
890,0.119590671
891,0.258167198
892,0.249216070
893,0.990390188
894,0.368039639
895,0.873027473
896,0.735077398
897,0.854491138
898,0.537905277
899,0.040055520
900,0.954423170
901,0.000644343
902,0.593450639
903,0.082756757
904,0.993208531
905,0.997729231
906,0.327800150
907,0.265491489
908,0.711318743
909,0.995252356
910,0.171687285
911,0.375944637
912,0.872317982
913,0.971627558
914,0.322166800
915,0.950933242
916,0.389241432
917,0.127633753
918,0.342188171
919,0.626032570
920,0.013738387
921,0.300363638
922,0.961080361
923,0.050282623
924,0.471026786
925,0.994600992
926,0.694084912
927,0.140468657
928,0.021501355
929,0.003574330
930,0.926604368
931,0.040395776
932,0.114309087
933,0.015930201
934,0.946971629
935,0.793905511
936,0.087784531
937,0.988547702
938,0.675047096
939,0.998699457
940,0.158368864
941,0.876084811
942,0.220861850
943,0.003935043
944,0.188828619
945,0.432225157
946,0.581424844
947,0.202110964
948,0.836764447
949,0.096303514
950,0.645059264
951,0.963510490
952,0.176071392
953,0.105677310
954,0.026000341
955,0.058788227
956,0.059101897
957,0.895049902
958,0.255016423
959,0.220499411
960,0.119113097
961,0.525199858
962,0.842630600
963,0.666340544
964,0.821762991
965,0.023530492
966,0.854474025
967,0.205192904
968,0.869090679
969,0.228188751
970,0.034239346
971,0.183658235
972,0.251216451
973,0.979105757
974,0.948925101
975,0.901724983
976,0.750003117
977,0.977580131
978,0.124072841
979,0.957486865
980,0.166224675
981,0.193160168
982,0.040077708
983,0.892242220
984,0.953769649
985,0.280053101
986,0.027776438
987,0.799939614
988,0.890480831
989,0.077515478
990,0.493472420
991,0.935559306
992,0.097061277
993,0.914510707
994,0.095359579
995,0.170150777
996,0.897807330
997,0.354507410
998,0.102708313
999,0.730291434
1000,0.599896327
1001,0.062765459
1002,0.907042952
1003,0.986172451
1004,0.547957732
1005,0.847130949
1006,0.049920692
1007,0.796887132
1008,0.971911359
1009,0.588526860
1010,0.093564391
1011,0.670800996
1012,0.174176344
1013,0.227312588
1014,0.269402340
1015,0.136454810
1016,0.912887563
1017,0.264868230
1018,0.955164668
1019,0.869567364
1020,0.225691722
1021,0.477823352
1022,0.431712687
1023,0.858658881
1024,0.909563721
1025,0.834098983
1026,0.429296078
1027,0.196222353
1028,0.376937207
1029,0.971268562
1030,0.990111265
1031,0.722133944
1032,0.391184081
1033,0.909831048
1034,0.083754371
1035,0.858166657
1036,0.542439933
1037,0.699790005
1038,0.743454255
1039,0.407436844
1040,0.316280905
1041,0.255223862
1042,0.962184737
1043,0.977017519
1044,0.229222482
1045,0.384336532
1046,0.982411361
1047,0.985774463
1048,0.562956425
1049,0.208425930
1050,0.982006018
1051,0.093972395
1052,0.337467790
1053,0.990726690
1054,0.888134721
1055,0.881628138
1056,0.990383444
1057,0.062501279
1058,0.925483841
1059,0.072349628
1060,0.364421240
1061,0.255529605
1062,0.146629503
1063,0.978361937
1064,0.127966803
1065,0.526986949
1066,0.457793637
1067,0.649022926
1068,0.886742950
1069,0.320744377
1070,0.239057751
1071,0.295419304
1072,0.944267051
1073,0.999164224
1074,0.963377458
1075,0.751476519
1076,0.691116278
1077,0.969882120
1078,0.217451401
1079,0.897663644
1080,0.975006172
1081,0.554033081
1082,0.357586876
1083,0.568384272
1084,0.926821477
1085,0.075616438
1086,0.450865225
1087,0.049398471
1088,0.994584596
1089,0.975007798
1090,0.155417258
1091,0.778617964
1092,0.994766980
1093,0.954083637
1094,0.981639188
1095,0.985874200
1096,0.672432531
1097,0.900200509
1098,0.328709546
1099,0.160997581
1100,0.988561372
1101,0.012017044
1102,0.804159685
1103,0.974225424
1104,0.444222004
1105,0.173966681
1106,0.926736955
1107,0.269640060
1108,0.185507278
1109,0.025808679
1110,0.830754248
1111,0.051908015
1112,0.952162752
1113,0.917872549
1114,0.074414279
1115,0.840709217
1116,0.019306463
1117,0.865579040
1118,0.043073138
1119,0.063788011
1120,0.153314784
1121,0.642496891
1122,0.292461206
1123,0.747591317
1124,0.230237860
1125,0.062448611
1126,0.990594358
1127,0.057003286
1128,0.652972002
1129,0.304400884
1130,0.049359266
1131,0.091185820
1132,0.662649694
1133,0.956246722
1134,0.930049818
1135,0.195564878
1136,0.048362901
1137,0.748856094
1138,0.450983481
1139,0.775254010
1140,0.400856058
1141,0.464448268
1142,0.340588680
1143,0.286895141
1144,0.638647261
1145,0.675195692
1146,0.997618252
1147,0.902533443
1148,0.093430706
1149,0.833515511
1150,0.995393477
1151,0.732763132
1152,0.623316011
1153,0.256555260
1154,0.843002044
1155,0.963979431
1156,0.920786860
1157,0.018473929
1158,0.183401901
1159,0.003028109
1160,0.926779639
1161,0.469609087
1162,0.776665138
1163,0.968482933
1164,0.101157090
1165,0.767296873
1166,0.191576858
1167,0.959780355
1168,0.010049675
1169,0.982888671
1170,0.032906204
1171,0.984725028
1172,0.774165276
1173,0.088280986
1174,0.699712914
1175,0.966351376
1176,0.028034585
1177,0.717411000
1178,0.770669604
1179,0.283039254
1180,0.053965752
1181,0.983147856
1182,0.950694838
1183,0.962834999
1184,0.023396787
1185,0.889282213
1186,0.179845918
1187,0.223990099
1188,0.073435332
1189,0.992126687
1190,0.308975195
1191,0.083625871
1192,0.620263940
1193,0.985517892
1194,0.174352663
1195,0.816052645
1196,0.014102679
1197,0.973345357
1198,0.966920028
1199,0.995506638
1200,0.385467443
1201,0.956337998
1202,0.665005785
1203,0.991798159
1204,0.425947970
1205,0.275499235
1206,0.950959067
1207,0.288858796
1208,0.895701241
1209,0.031850708
1210,0.980344837
1211,0.076320619
1212,0.881330994
1213,0.041930502
1214,0.643334042
1215,0.696635812
1216,0.789820796
1217,0.192411513
1218,0.867044331
1219,0.610535717
1220,0.422446611
1221,0.722995922
1222,0.976375043
1223,0.585084424
1224,0.586570150
1225,0.866730989
1226,0.154055605
1227,0.986208779
1228,0.925233804
1229,0.972219947
1230,0.666878086
1231,0.942654834
1232,0.822915570
1233,0.976076533
1234,0.213716534
1235,0.371195999
1236,0.677412432
1237,0.110418442
1238,0.891845220
1239,0.785800118
1240,0.132956608
1241,0.984973313
1242,0.085717255
1243,0.055364320
1244,0.009501541
1245,0.718045612
1246,0.125862255
1247,0.018018392
1248,0.064402444
1249,0.957425989
1250,0.680685761
1251,0.092661624
1252,0.275873634
1253,0.731550675
1254,0.239086495
1255,0.671726141
1256,0.173084585
1257,0.847977700
1258,0.675763211
1259,0.920776088
1260,0.946617579
1261,0.964315654
1262,0.985513358
1263,0.593903682
1264,0.583098905
1265,0.988201653
1266,0.965100175
1267,0.977264849
1268,0.804903690
1269,0.047938185
1270,0.151682955
1271,0.100083437
1272,0.986123674
1273,0.902179568
1274,0.883051732
1275,0.866136784
1276,0.476583381
1277,0.984606278
1278,0.957405916
1279,0.921395098
1280,0.859338439
1281,0.970449026
1282,0.928827276
1283,0.776647652
1284,0.057955576
1285,0.729749227
1286,0.687566001
1287,0.429127258
1288,0.204459158
1289,0.750870647
1290,0.974436929
1291,0.970701881
1292,0.243638977
1293,0.015422415
1294,0.923985118
1295,0.743304547
1296,0.181530855
1297,0.010092536
1298,0.725996698
1299,0.981112421
1300,0.109770816
1301,0.224090418
1302,0.027068189
1303,0.941750928
1304,0.652497827
1305,0.156647081
1306,0.924904247
1307,0.951236193
1308,0.835183167
1309,0.891886252
1310,0.926206039
1311,0.776333284
1312,0.928658435
1313,0.410613646
1314,0.888034900
1315,0.303618194
1316,0.939787172
1317,0.526401373
1318,0.080476163
1319,0.017714632
1320,0.188593070
1321,0.823086151
1322,0.202536094
1323,0.049168667
1324,0.909721050
1325,0.458529188
1326,0.972815344
1327,0.496094605
1328,0.031581578
1329,0.130489768
1330,0.895098218
1331,0.352464269
1332,0.483542197
1333,0.972087607
1334,0.509110195
1335,0.843262865
1336,0.718091583
1337,0.177913446
1338,0.150095182
1339,0.810529887
1340,0.090445535
1341,0.956303257
1342,0.995345258
1343,0.943139130
1344,0.938928516
1345,0.977488022
1346,0.999785755
1347,0.236349522
1348,0.992226900
1349,0.719504176
1350,0.969396014
1351,0.990447462
1352,0.170644898
1353,0.772352105
1354,0.986635346
1355,0.916761151
1356,0.112273684
1357,0.609340749
1358,0.117024334
1359,0.113571976
1360,0.915786904
1361,0.989298502
1362,0.622749178
1363,0.579643124
1364,0.876706196
1365,0.975392969
1366,0.904106414
1367,0.957695693
1368,0.770418400
1369,0.992002555
1370,0.628301695
1371,0.900227269
1372,0.543418247
1373,1.000000000
1374,0.000636842
1375,0.496377928
1376,0.217472035
1377,0.988224217
1378,0.645165729
1379,0.104004125
1380,0.246459944
1381,0.917648676
1382,0.541184737
1383,0.872692665
1384,0.578539463
1385,0.024653872
1386,0.605305425
1387,0.968066329
1388,0.722507444
1389,0.039440924
1390,0.862238303
1391,0.824920583
1392,0.479421628
1393,0.953920579
1394,0.971557996
1395,0.740885185
1396,0.149556760
1397,0.167427235
1398,0.027081556
1399,0.121642353
1400,0.552448010
1401,0.649240469
1402,0.948809101
1403,0.918974064
1404,0.078337314
1405,0.023239334
1406,0.869015431
1407,0.017866952
1408,0.970925418
1409,0.923321552
1410,0.517428548
1411,0.157930972
1412,0.191635709
1413,0.782156493
1414,0.928700654
1415,0.542826355
1416,0.154001384
1417,0.288893649
1418,0.800664039
1419,0.346285834
1420,0.964883839
1421,0.026005480
1422,0.926906738
1423,0.944722867
1424,0.192963083
1425,0.482203523
1426,0.563823642
1427,0.021240861
1428,0.032098855
1429,0.185498854
1430,0.831444703
1431,0.696593175
1432,0.535392538
1433,0.013404956
1434,0.225826676
1435,0.313719672
1436,0.241420368
1437,0.081203210
1438,0.996109124
1439,0.038631760
1440,0.964519290
1441,0.872515068
1442,0.163600944
1443,0.361034795
1444,0.135277826
1445,0.092558589
1446,0.226942372
1447,0.051612835
1448,0.179314167
1449,0.918851590
1450,0.766632860
1451,0.889697277
1452,0.541340494
1453,0.320481755
1454,0.309927478
1455,0.520707276
1456,0.811295470
1457,0.937532548
1458,0.424629482
1459,0.423934999
1460,0.307624438
1461,0.276191326
1462,0.939751490
1463,0.668832467
1464,0.898038833
1465,0.972506821
1466,0.266429709
1467,0.966666760
1468,0.163630735
1469,0.448753354
1470,0.987730881
1471,0.867403948
1472,0.382886709
1473,0.863229739
1474,0.062092796
1475,0.168070836
1476,0.200155068
1477,0.977743862
1478,0.146893331
1479,0.288442210
1480,0.961983049
1481,0.007243855
1482,0.135199775
1483,0.925504261
1484,0.858128475
1485,0.216487825
1486,0.021111334
1487,0.165325550
1488,0.141457049
1489,0.134822437
1490,0.893120662
1491,0.872869556
1492,0.145167927
1493,0.837206995
1494,0.294918874
1495,0.750371570
1496,0.986996538
1497,0.194320266
1498,0.976899540
1499,0.074195673
1500,0.924062131
1501,0.105496537
1502,0.282818254
1503,0.575103860
1504,0.513566932
1505,0.648186469
1506,0.022082439
1507,0.117049933
1508,0.966274347
1509,0.903436665
1510,0.537519732
1511,0.967486813
1512,0.788141044
1513,0.980022296
1514,0.712859820
1515,0.011800460
1516,0.016191479
1517,0.040199406
1518,0.793203846
1519,0.409939908
1520,0.074748503
1521,0.143855543
1522,0.975964114
1523,0.101614979
1524,0.005449084
1525,0.976804958
1526,0.000303278
1527,0.302920668
1528,0.809856319
1529,0.988691565
1530,0.522875777
1531,0.416936903
1532,0.781359032
1533,0.788769593
1534,0.202956783
1535,0.922356497
1536,0.584955432
1537,0.046277156
1538,0.168506181
1539,0.937820666
1540,0.979135106
1541,0.648878186
1542,0.949269861
1543,0.009502599
1544,0.871836251
1545,0.880108435
1546,0.950655148
1547,0.770467303
1548,0.932347852
1549,0.790459682
1550,0.465474592
1551,0.975518114
1552,0.897701749
1553,0.898570074
1554,0.940249885
1555,0.926233926
1556,0.932887266
1557,0.451844751
1558,0.891001403
1559,0.898932903
1560,0.996421696
1561,0.491787087
1562,0.148365703
1563,0.025457848
1564,0.498083042
1565,0.598442825
1566,0.362237922
1567,0.906782473
1568,0.182074092
1569,0.973178622
1570,0.849054757
1571,0.998509047
1572,0.663136411
1573,0.966158033
1574,0.424413538
1575,0.033416598
1576,0.780304723
1577,0.942004512
1578,0.916176011
1579,0.870745849
1580,0.789063054
1581,0.929907335
1582,0.405451438
1583,0.909036817
1584,0.998648159
1585,0.722722620
1586,0.116777057
1587,0.975215602
1588,0.927555581
1589,0.256263230
1590,0.021233653
1591,0.019160899
1592,0.877985554
1593,0.981224695
1594,0.101692671
1595,0.793803337
1596,0.796710061
1597,0.684601611
1598,0.932938573
1599,0.824420354
1600,0.343868578
1601,0.928153969
1602,0.264545834
1603,0.041351393
1604,0.871081871
1605,0.031954295
1606,0.146522235
1607,0.940519782
1608,0.028105090
1609,0.882729655
1610,0.940142065
1611,0.920774968
1612,0.899530113
1613,0.956319316
1614,0.177448705
1615,0.693151535
1616,0.214905684
1617,0.121700131
1618,0.678378134
1619,0.981830252
1620,0.992248146
1621,0.142948137
1622,0.766310647
1623,0.802235334
1624,0.966087072
1625,0.917406703
1626,0.115301346
1627,0.004787126
1628,0.163268868
1629,0.553605594
1630,0.040792041
1631,0.742685190
1632,0.618911756
1633,0.965603023
1634,0.314464949
1635,0.287947086
1636,0.136630202
1637,0.884806641
1638,0.862873327
1639,0.093163024
1640,0.856065056
1641,0.233602336
1642,0.960530544
1643,0.807592467
1644,0.107990084
1645,0.999921510
1646,0.145588518
1647,0.956287987
1648,0.872786921
1649,0.591600489
1650,0.335836145
1651,0.969594745
1652,0.971009905
1653,0.405341191
1654,0.490438369
1655,0.098696773
1656,0.820018908
1657,0.759996712
1658,0.985836286
1659,0.263300052
1660,0.945533637
1661,0.067269825
1662,0.173976050
1663,0.158648127
